CustomerID,Recency,Frequency,Monetary,r_score,f_score,m_score,RFM_score,segment,important
13863,248,1,299.56,1,1,2,112,Hibernating,2
16402,265,2,299.6,1,1,2,112,Hibernating,2
12852,295,1,299.75,1,1,2,112,Hibernating,2
15254,127,1,300.36,2,1,2,212,About To Sleep,5
13304,351,1,300.42,1,1,2,112,Hibernating,2
14762,264,1,300.52,1,1,2,112,Hibernating,2
16479,10,2,300.83,5,1,2,512,Potential Loyalist,9
16430,57,1,300.85,3,1,2,312,Potential Loyalist,9
17978,365,1,300.92,1,1,2,112,Hibernating,2
15623,141,1,301.03,2,1,2,212,About To Sleep,5
15148,11,1,301.29,5,1,2,512,Potential Loyalist,9
15667,40,1,301.32,3,1,2,312,Potential Loyalist,9
16715,78,1,301.72,2,1,2,212,About To Sleep,5
15054,12,2,302.1,5,1,2,512,Potential Loyalist,9
15308,274,1,302.27,1,1,2,112,Hibernating,2
16104,62,1,302.36,3,1,2,312,Potential Loyalist,9
18165,177,1,302.46,2,1,2,212,About To Sleep,5
14248,318,1,302.58,1,1,2,112,Hibernating,2
16425,302,1,302.7,1,1,2,112,Hibernating,2
15060,8,4,303.09,5,2,2,522,Potential Loyalist,9
17433,88,1,303.16,2,1,2,212,About To Sleep,5
13083,4,2,303.75,5,1,2,512,Potential Loyalist,9
13343,178,1,303.93,2,1,2,212,About To Sleep,5
16400,95,1,303.93,2,1,2,212,About To Sleep,5
17732,373,1,303.97,1,1,2,112,Hibernating,2
18185,249,1,304.25,1,1,2,112,Hibernating,2
15163,18,2,304.47,4,1,2,412,Potential Loyalist,9
17941,131,1,304.56,2,1,2,212,About To Sleep,5
13667,149,1,305.02,2,1,2,212,About To Sleep,5
12623,276,1,305.1,1,1,2,112,Hibernating,2
18220,227,1,305.28,1,1,2,112,Hibernating,2
13045,99,1,305.28,2,1,2,212,About To Sleep,5
16181,73,1,305.54,2,1,2,212,About To Sleep,5
16796,89,1,305.62,2,1,2,212,About To Sleep,5
15219,176,1,305.75,2,1,2,212,About To Sleep,5
17176,202,1,306.13,1,1,2,112,Hibernating,2
15659,44,1,306.45,3,1,2,312,Potential Loyalist,9
13718,246,2,306.55,1,1,2,112,Hibernating,2
17157,8,2,306.55,5,1,2,512,Potential Loyalist,9
17334,302,2,306.6,1,1,2,112,Hibernating,2
16668,15,6,306.72,4,3,2,432,Potential Loyalist,9
17551,359,1,306.84,1,1,2,112,Hibernating,2
15087,282,1,306.94,1,1,2,112,Hibernating,2
13142,19,1,307.09,4,1,2,412,Potential Loyalist,9
13932,295,1,307.4,1,1,2,112,Hibernating,2
17120,233,1,307.46,1,1,2,112,Hibernating,2
13060,254,1,307.53,1,1,2,112,Hibernating,2
13395,185,1,307.72,1,1,2,112,Hibernating,2
13529,79,2,307.76,2,1,2,212,About To Sleep,5
16123,52,1,307.78,3,1,2,312,Potential Loyalist,9
16227,225,1,308.32,1,1,2,112,Hibernating,2
17510,25,1,308.48,4,1,2,412,Potential Loyalist,9
13699,155,1,308.58,2,1,2,212,About To Sleep,5
15010,36,1,308.94,3,1,2,312,Potential Loyalist,9
13787,76,2,309.04,2,1,2,212,About To Sleep,5
12884,88,1,309.05,2,1,2,212,About To Sleep,5
17604,217,2,309.36,1,1,2,112,Hibernating,2
14847,149,1,309.4,2,1,2,212,About To Sleep,5
16810,192,1,309.54,1,1,2,112,Hibernating,2
15699,18,1,309.65,4,1,2,412,Potential Loyalist,9
15661,317,2,309.8,1,1,2,112,Hibernating,2
14924,246,1,310.05,1,1,2,112,Hibernating,2
15185,70,1,310.62,3,1,2,312,Potential Loyalist,9
17266,2,3,310.64,5,1,2,512,Potential Loyalist,9
13897,50,1,311.16,3,1,2,312,Potential Loyalist,9
17854,185,2,311.26,1,1,2,112,Hibernating,2
13990,213,1,311.3,1,1,2,112,Hibernating,2
14327,163,1,311.65,2,1,2,212,About To Sleep,5
14951,79,1,311.69,2,1,2,212,About To Sleep,5
15326,334,1,311.71,1,1,2,112,Hibernating,2
14142,373,1,311.81,1,1,2,112,Hibernating,2
16450,150,1,311.92,2,1,2,212,About To Sleep,5
12785,364,1,311.95,1,1,2,112,Hibernating,2
17070,114,1,312.14,2,1,2,212,About To Sleep,5
17362,239,2,312.23,1,1,2,112,Hibernating,2
12834,283,1,312.38,1,1,2,112,Hibernating,2
16739,177,1,312.55,2,1,2,212,About To Sleep,5
15318,4,1,312.62,5,1,2,512,Potential Loyalist,9
13845,65,1,312.98,3,1,2,312,Potential Loyalist,9
15880,369,1,313.28,1,1,2,112,Hibernating,2
14729,374,1,313.49,1,1,2,112,Hibernating,2
16582,113,1,313.62,2,1,2,212,About To Sleep,5
12888,214,2,313.77,1,1,2,112,Hibernating,2
13484,241,1,313.8,1,1,2,112,Hibernating,2
15970,304,1,314.1,1,1,2,112,Hibernating,2
14902,26,1,314.11,4,1,2,412,Potential Loyalist,9
12650,3,1,314.44,5,1,2,512,Potential Loyalist,9
16193,237,1,314.45,1,1,2,112,Hibernating,2
17237,11,2,314.69,5,1,2,512,Potential Loyalist,9
16473,165,3,314.86,2,1,2,212,About To Sleep,5
16091,155,2,315.06,2,1,2,212,About To Sleep,5
15766,64,1,315.06,3,1,2,312,Potential Loyalist,9
12614,278,1,315.6,1,1,2,112,Hibernating,2
15597,35,1,315.72,3,1,2,312,Potential Loyalist,9
14479,254,2,316.25,1,1,2,112,Hibernating,2
13494,312,1,316.26,1,1,2,112,Hibernating,2
17458,15,1,316.5,4,1,2,412,Potential Loyalist,9
15204,357,1,316.58,1,1,2,112,Hibernating,2
16761,97,1,316.62,2,1,2,212,About To Sleep,5
15243,74,1,316.68,2,1,2,212,About To Sleep,5
15385,40,1,316.88,3,1,2,312,Potential Loyalist,9
15257,283,1,317.15,1,1,2,112,Hibernating,2
16386,29,2,317.2,4,1,2,412,Potential Loyalist,9
15101,9,2,317.53,5,1,2,512,Potential Loyalist,9
17267,127,2,317.62,2,1,2,212,About To Sleep,5
17172,79,1,317.76,2,1,2,212,About To Sleep,5
18066,75,1,318.0,2,1,2,212,About To Sleep,5
15363,373,1,318.05,1,1,2,112,Hibernating,2
12648,155,1,318.05,2,1,2,212,About To Sleep,5
14703,15,1,318.17,4,1,2,412,Potential Loyalist,9
17248,120,1,318.65,2,1,2,212,About To Sleep,5
17229,96,2,318.76,2,1,2,212,About To Sleep,5
16967,189,1,319.02,1,1,2,112,Hibernating,2
16674,55,2,319.61,3,1,2,312,Potential Loyalist,9
16716,267,2,319.8,1,1,2,112,Hibernating,2
13091,28,1,319.82,4,1,2,412,Potential Loyalist,9
13986,17,1,320.46,4,1,2,412,Potential Loyalist,9
14622,185,1,320.58,1,1,2,112,Hibernating,2
16096,264,1,320.62,1,1,2,112,Hibernating,2
18117,26,1,320.72,4,1,2,412,Potential Loyalist,9
15236,299,1,321.05,1,1,2,112,Hibernating,2
13497,283,2,321.05,1,1,2,112,Hibernating,2
14823,180,3,321.43,1,1,2,112,Hibernating,2
14484,50,1,321.92,3,1,2,312,Potential Loyalist,9
15224,358,2,322.08,1,1,2,112,Hibernating,2
14424,18,1,322.08,4,1,2,412,Potential Loyalist,9
16342,75,4,322.41,2,2,2,222,Customers Needing Attention,6
16627,79,1,322.8,2,1,2,212,About To Sleep,5
13955,154,2,322.96,2,1,2,212,About To Sleep,5
17793,25,1,323.04,4,1,2,412,Potential Loyalist,9
18276,44,1,323.36,3,1,2,312,Potential Loyalist,9
15675,81,3,323.69,2,1,2,212,About To Sleep,5
14555,57,2,324.14,3,1,2,312,Potential Loyalist,9
16685,61,2,324.24,3,1,2,312,Potential Loyalist,9
18261,43,2,324.24,3,1,2,312,Potential Loyalist,9
13801,67,1,324.8,3,1,2,312,Potential Loyalist,9
12790,192,1,324.92,1,1,2,112,Hibernating,2
15213,319,2,325.05,1,1,2,112,Hibernating,2
15944,277,1,325.1,1,1,2,112,Hibernating,2
17866,143,1,325.7,2,1,2,212,About To Sleep,5
14850,312,1,325.75,1,1,2,112,Hibernating,2
16830,39,1,325.91,3,1,2,312,Potential Loyalist,9
12844,29,2,325.96,4,1,2,412,Potential Loyalist,9
16071,45,1,326.24,3,1,2,312,Potential Loyalist,9
17715,201,1,326.4,1,1,2,112,Hibernating,2
14987,16,2,326.4,4,1,2,412,Potential Loyalist,9
16322,1,2,326.75,5,1,2,512,Potential Loyalist,9
14870,262,1,327.25,1,1,2,112,Hibernating,2
16366,19,1,327.3,4,1,2,412,Potential Loyalist,9
14024,122,2,327.7,2,1,2,212,About To Sleep,5
15314,199,1,327.97,1,1,2,112,Hibernating,2
16318,35,1,328.15,3,1,2,312,Potential Loyalist,9
14206,239,1,328.16,1,1,2,112,Hibernating,2
16855,24,2,328.4,4,1,2,412,Potential Loyalist,9
14012,278,1,328.8,1,1,2,112,Hibernating,2
15153,31,1,329.25,4,1,2,412,Potential Loyalist,9
17154,75,1,329.34,2,1,2,212,About To Sleep,5
13239,262,1,329.56,1,1,2,112,Hibernating,2
17615,130,3,329.6,2,1,2,212,About To Sleep,5
14716,43,2,329.68,3,1,2,312,Potential Loyalist,9
12953,10,1,329.85,5,1,2,512,Potential Loyalist,9
16593,51,3,330.03,3,1,2,312,Potential Loyalist,9
15130,170,1,330.11,2,1,2,212,About To Sleep,5
14517,33,2,330.45,3,1,2,312,Potential Loyalist,9
13706,303,1,330.79,1,1,2,112,Hibernating,2
15714,12,2,330.88,5,1,2,512,Potential Loyalist,9
17862,324,1,330.9,1,1,2,112,Hibernating,2
12891,186,3,331.0,1,1,2,112,Hibernating,2
16478,25,3,331.0,4,1,2,412,Potential Loyalist,9
15210,225,1,331.18,1,1,2,112,Hibernating,2
16030,310,1,331.24,1,1,2,112,Hibernating,2
16177,50,1,331.95,3,1,2,312,Potential Loyalist,9
16803,65,1,332.3,3,1,2,312,Potential Loyalist,9
16850,334,1,332.41,1,1,2,112,Hibernating,2
13904,37,2,332.64,3,1,2,312,Potential Loyalist,9
16625,275,1,333.08,1,1,2,112,Hibernating,2
13727,29,2,333.48,4,1,2,412,Potential Loyalist,9
15781,25,3,333.56,4,1,2,412,Potential Loyalist,9
13216,268,1,333.74,1,1,2,112,Hibernating,2
14264,155,2,333.97,2,1,2,212,About To Sleep,5
15918,191,2,334.23,1,1,2,112,Hibernating,2
12350,310,1,334.4,1,1,2,112,Hibernating,2
15466,85,1,334.53,2,1,2,212,About To Sleep,5
14988,212,1,334.54,1,1,2,112,Hibernating,2
12489,336,1,334.93,1,1,2,112,Hibernating,2
17221,7,2,335.13,5,1,2,512,Potential Loyalist,9
16063,260,1,335.32,1,1,2,112,Hibernating,2
14196,107,1,335.52,2,1,2,212,About To Sleep,5
15921,173,1,336.03,2,1,2,212,About To Sleep,5
18078,217,2,336.13,1,1,2,112,Hibernating,2
14954,12,1,336.17,5,1,2,512,Potential Loyalist,9
17384,19,2,336.4,4,1,2,412,Potential Loyalist,9
15619,11,1,336.4,5,1,2,512,Potential Loyalist,9
17914,4,1,336.43,5,1,2,512,Potential Loyalist,9
16105,249,1,336.96,1,1,2,112,Hibernating,2
17973,52,1,337.04,3,1,2,312,Potential Loyalist,9
13930,58,2,337.34,3,1,2,312,Potential Loyalist,9
15942,134,1,337.44,2,1,2,212,About To Sleep,5
17736,9,3,337.49,5,1,2,512,Potential Loyalist,9
15652,91,1,337.74,2,1,2,212,About To Sleep,5
16183,67,1,338.71,3,1,2,312,Potential Loyalist,9
17839,42,1,338.8,3,1,2,312,Potential Loyalist,9
17697,236,1,338.95,1,1,2,112,Hibernating,2
16545,165,1,339.3,2,1,2,212,About To Sleep,5
17045,113,3,339.44,2,1,2,212,About To Sleep,5
13737,200,1,339.6,1,1,2,112,Hibernating,2
16499,360,2,339.95,1,1,2,112,Hibernating,2
15115,18,1,340.11,4,1,2,412,Potential Loyalist,9
12519,64,1,340.84,3,1,2,312,Potential Loyalist,9
14491,175,2,340.93,2,1,2,212,About To Sleep,5
17917,45,3,341.28,3,1,2,312,Potential Loyalist,9
13347,70,1,341.36,3,1,2,312,Potential Loyalist,9
16826,51,1,341.7,3,1,2,312,Potential Loyalist,9
16851,4,3,342.45,5,1,2,512,Potential Loyalist,9
17201,54,1,342.63,3,1,2,312,Potential Loyalist,9
18250,310,1,342.92,1,1,2,112,Hibernating,2
14320,207,2,343.11,1,1,2,112,Hibernating,2
12875,143,2,343.23,2,1,2,212,About To Sleep,5
18081,36,3,343.45,3,1,2,312,Potential Loyalist,9
15520,2,1,343.5,5,1,2,512,Potential Loyalist,9
15047,270,1,343.62,1,1,2,112,Hibernating,2
15120,134,1,343.82,2,1,2,212,About To Sleep,5
13068,10,2,344.0,5,1,2,512,Potential Loyalist,9
17569,332,1,344.14,1,1,2,112,Hibernating,2
16978,78,1,344.33,2,1,2,212,About To Sleep,5
14633,266,1,344.9,1,1,2,112,Hibernating,2
13774,82,1,345.0,2,1,2,212,About To Sleep,5
17123,162,1,345.3,2,1,2,212,About To Sleep,5
15840,59,2,345.66,3,1,2,312,Potential Loyalist,9
16858,369,1,345.89,1,1,2,112,Hibernating,2
16423,25,1,346.12,4,1,2,412,Potential Loyalist,9
13649,257,2,346.6,1,1,2,112,Hibernating,2
12566,86,1,346.7,2,1,2,212,About To Sleep,5
15713,143,2,346.75,2,1,2,212,About To Sleep,5
13062,191,1,346.98,1,1,2,112,Hibernating,2
13587,64,1,347.0,3,1,2,312,Potential Loyalist,9
12895,42,2,347.3,3,1,2,312,Potential Loyalist,9
17668,1,2,347.75,5,1,2,512,Potential Loyalist,9
18155,75,3,347.82,2,1,2,212,About To Sleep,5
14379,44,2,348.1,3,1,2,312,Potential Loyalist,9
13052,212,1,348.15,1,1,2,112,Hibernating,2
16159,282,1,348.2,1,1,2,112,Hibernating,2
15579,69,2,348.6,3,1,2,312,Potential Loyalist,9
12527,82,3,348.71,2,1,2,212,About To Sleep,5
18127,19,3,348.73,4,1,2,412,Potential Loyalist,9
13790,4,1,348.8,5,1,2,512,Potential Loyalist,9
13927,75,1,348.99,2,1,2,212,About To Sleep,5
15405,189,1,349.1,1,1,2,112,Hibernating,2
13887,204,1,349.55,1,1,2,112,Hibernating,2
13670,75,1,349.7,2,1,2,212,About To Sleep,5
12532,30,1,349.83,4,1,2,412,Potential Loyalist,9
13108,373,1,350.06,1,1,2,112,Hibernating,2
13919,59,2,350.16,3,1,2,312,Potential Loyalist,9
17795,180,2,350.39,1,1,2,112,Hibernating,2
17835,3,3,350.64,5,1,2,512,Potential Loyalist,9
13740,241,1,350.75,1,1,2,112,Hibernating,2
13332,14,1,350.9,4,1,2,412,Potential Loyalist,9
15900,24,1,351.11,4,1,2,412,Potential Loyalist,9
13923,54,1,351.13,3,1,2,312,Potential Loyalist,9
15789,358,1,351.3,1,1,2,112,Hibernating,2
14333,68,1,351.45,3,1,2,312,Potential Loyalist,9
15334,157,3,351.67,2,1,2,212,About To Sleep,5
18112,12,2,352.69,5,1,2,512,Potential Loyalist,9
15678,53,1,352.7,3,1,2,312,Potential Loyalist,9
17976,372,1,353.19,1,1,2,112,Hibernating,2
14804,9,1,353.27,5,1,2,512,Potential Loyalist,9
13210,94,1,353.48,2,1,2,212,About To Sleep,5
13173,4,2,353.65,5,1,2,512,Potential Loyalist,9
17252,117,2,353.86,2,1,2,212,About To Sleep,5
12715,106,1,353.86,2,1,2,212,About To Sleep,5
12845,267,4,354.09,1,2,2,122,At Risk,4
15870,33,1,354.09,3,1,2,312,Potential Loyalist,9
17222,65,1,354.15,3,1,2,312,Potential Loyalist,9
13642,216,1,354.8,1,1,2,112,Hibernating,2
16689,76,2,355.1,2,1,2,212,About To Sleep,5
17742,113,2,355.11,2,1,2,212,About To Sleep,5
12617,29,1,355.53,4,1,2,412,Potential Loyalist,9
14537,58,1,355.56,3,1,2,312,Potential Loyalist,9
12544,36,1,355.7,3,1,2,312,Potential Loyalist,9
15247,122,1,356.0,2,1,2,212,About To Sleep,5
14500,88,3,356.85,2,1,2,212,About To Sleep,5
13453,166,2,356.98,2,1,2,212,About To Sleep,5
18040,19,2,357.2,4,1,2,412,Potential Loyalist,9
16971,38,1,357.21,3,1,2,312,Potential Loyalist,9
17025,61,3,357.77,3,1,2,312,Potential Loyalist,9
16274,373,1,357.95,1,1,2,112,Hibernating,2
13976,207,1,357.98,1,1,2,112,Hibernating,2
13228,81,1,358.0,2,1,2,212,About To Sleep,5
16823,227,1,358.38,1,1,2,112,Hibernating,2
17948,147,1,358.56,2,1,2,212,About To Sleep,5
13298,1,1,360.0,5,1,2,512,Potential Loyalist,9
13780,7,2,360.01,5,1,2,512,Potential Loyalist,9
16595,61,1,360.16,3,1,2,312,Potential Loyalist,9
15872,15,2,360.93,4,1,2,412,Potential Loyalist,9
13291,156,1,361.11,2,1,2,212,About To Sleep,5
16305,139,1,361.22,2,1,2,212,About To Sleep,5
14950,19,1,361.25,4,1,2,412,Potential Loyalist,9
13936,180,1,361.28,1,1,2,112,Hibernating,2
13844,11,1,361.62,5,1,2,512,Potential Loyalist,9
16052,54,1,362.06,3,1,2,312,Potential Loyalist,9
17573,29,3,362.9,4,1,2,412,Potential Loyalist,9
16378,247,3,362.95,1,1,2,112,Hibernating,2
14427,50,2,363.34,3,1,2,312,Potential Loyalist,9
13856,169,3,363.4,2,1,2,212,About To Sleep,5
14932,366,1,363.53,1,1,2,112,Hibernating,2
15922,373,1,363.6,1,1,2,112,Hibernating,2
18056,288,1,363.65,1,1,2,112,Hibernating,2
12915,149,2,363.65,2,1,2,212,About To Sleep,5
16485,77,1,363.65,2,1,2,212,About To Sleep,5
16509,297,1,363.7,1,1,2,112,Hibernating,2
14171,98,1,363.79,2,1,2,212,About To Sleep,5
15901,17,3,363.88,4,1,2,412,Potential Loyalist,9
17330,23,2,363.9,4,1,2,412,Potential Loyalist,9
12538,29,1,363.95,4,1,2,412,Potential Loyalist,9
16909,72,1,364.14,2,1,2,212,About To Sleep,5
14528,37,1,364.22,3,1,2,312,Potential Loyalist,9
15343,87,1,364.5,2,1,2,212,About To Sleep,5
12373,311,1,364.6,1,1,2,112,Hibernating,2
15949,17,2,364.72,4,1,2,412,Potential Loyalist,9
14886,253,1,364.8,1,1,2,112,Hibernating,2
15429,27,2,364.9,4,1,2,412,Potential Loyalist,9
16202,361,1,365.27,1,1,2,112,Hibernating,2
13300,169,1,365.29,2,1,2,212,About To Sleep,5
17432,18,2,365.76,4,1,2,412,Potential Loyalist,9
17358,303,2,365.85,1,1,2,112,Hibernating,2
17911,9,1,366.23,5,1,2,512,Potential Loyalist,9
15345,46,1,367.69,3,1,2,312,Potential Loyalist,9
16372,33,2,367.93,3,1,2,312,Potential Loyalist,9
14888,207,1,369.2,1,1,2,112,Hibernating,2
16758,65,1,369.34,3,1,2,312,Potential Loyalist,9
16343,16,2,370.48,4,1,2,412,Potential Loyalist,9
15063,213,1,370.8,1,1,2,112,Hibernating,2
15975,84,1,371.01,2,1,2,212,About To Sleep,5
15472,113,1,371.56,2,1,2,212,About To Sleep,5
14690,44,2,371.7,3,1,2,312,Potential Loyalist,9
17765,159,3,371.88,2,1,2,212,About To Sleep,5
16065,365,1,372.09,1,1,2,112,Hibernating,2
12981,30,2,372.22,4,1,2,412,Potential Loyalist,9
16239,57,2,372.9,3,1,2,312,Potential Loyalist,9
16903,29,1,373.24,4,1,2,412,Potential Loyalist,9
13569,17,2,373.75,4,1,2,412,Potential Loyalist,9
13351,66,1,373.94,3,1,2,312,Potential Loyalist,9
12873,282,1,374.0,1,1,2,112,Hibernating,2
17492,248,1,374.57,1,1,2,112,Hibernating,2
14067,64,2,374.7,3,1,2,312,Potential Loyalist,9
16147,134,1,375.0,2,1,2,212,About To Sleep,5
14079,125,1,375.1,2,1,2,212,About To Sleep,5
14448,9,2,375.35,5,1,2,512,Potential Loyalist,9
17489,59,2,376.64,3,1,2,312,Potential Loyalist,9
15025,33,1,377.01,3,1,2,312,Potential Loyalist,9
12982,243,1,377.2,1,1,2,112,Hibernating,2
13345,288,1,377.6,1,1,2,112,Hibernating,2
17078,36,2,378.2,3,1,2,312,Potential Loyalist,9
17438,254,1,378.3,1,1,2,112,Hibernating,2
13954,2,2,378.59,5,1,2,512,Potential Loyalist,9
13372,90,1,378.64,2,1,2,212,About To Sleep,5
15885,93,3,379.35,2,1,2,212,About To Sleep,5
16484,174,2,379.4,2,1,2,212,About To Sleep,5
17878,44,1,379.45,3,1,2,312,Potential Loyalist,9
14619,246,1,379.51,1,1,2,112,Hibernating,2
13656,165,2,379.65,2,1,2,212,About To Sleep,5
13589,15,2,379.65,4,1,2,412,Potential Loyalist,9
16552,243,2,379.73,1,1,2,112,Hibernating,2
14594,7,2,379.83,5,1,2,512,Potential Loyalist,9
14731,47,3,380.02,3,1,2,312,Potential Loyalist,9
17031,12,2,380.35,5,1,2,512,Potential Loyalist,9
16769,260,1,380.39,1,1,2,112,Hibernating,2
12890,24,1,380.47,4,1,2,412,Potential Loyalist,9
17138,276,1,380.5,1,1,2,112,Hibernating,2
16930,26,3,380.55,4,1,2,412,Potential Loyalist,9
15048,65,4,380.57,3,2,2,322,Potential Loyalist,9
12871,84,2,380.64,2,1,2,212,About To Sleep,5
16441,67,2,381.2,3,1,2,312,Potential Loyalist,9
15090,308,1,381.32,1,1,2,112,Hibernating,2
13873,120,3,381.7,2,1,2,212,About To Sleep,5
17999,37,2,382.06,3,1,2,312,Potential Loyalist,9
13657,11,2,382.14,5,1,2,512,Potential Loyalist,9
17239,313,1,382.5,1,1,2,112,Hibernating,2
18181,24,1,382.8,4,1,2,412,Potential Loyalist,9
13817,29,2,382.98,4,1,2,412,Potential Loyalist,9
12832,32,2,383.03,4,1,2,412,Potential Loyalist,9
15424,254,2,383.34,1,1,2,112,Hibernating,2
14304,223,1,383.45,1,1,2,112,Hibernating,2
15440,55,3,383.68,3,1,2,312,Potential Loyalist,9
12515,353,1,383.7,1,1,2,112,Hibernating,2
12733,234,1,383.95,1,1,2,112,Hibernating,2
16982,61,1,384.06,3,1,2,312,Potential Loyalist,9
17205,54,1,384.08,3,1,2,312,Potential Loyalist,9
17189,106,2,384.4,2,1,2,212,About To Sleep,5
17250,4,2,384.52,5,1,2,512,Potential Loyalist,9
13833,159,1,384.8,2,1,2,212,About To Sleep,5
17711,11,2,385.1,5,1,2,512,Potential Loyalist,9
13821,145,2,385.64,2,1,2,212,About To Sleep,5
14420,99,1,385.87,2,1,2,212,About To Sleep,5
14779,281,3,386.15,1,1,2,112,Hibernating,2
14048,305,1,386.33,1,1,2,112,Hibernating,2
15664,51,1,386.43,3,1,2,312,Potential Loyalist,9
14114,274,2,386.53,1,1,2,112,Hibernating,2
17508,281,1,387.31,1,1,2,112,Hibernating,2
17817,4,3,387.68,5,1,2,512,Potential Loyalist,9
17357,24,2,388.14,4,1,2,412,Potential Loyalist,9
14538,65,2,388.25,3,1,2,312,Potential Loyalist,9
16776,60,1,388.28,3,1,2,312,Potential Loyalist,9
17035,246,2,388.33,1,1,2,112,Hibernating,2
13899,16,2,388.52,4,1,2,412,Potential Loyalist,9
15592,47,1,388.58,3,1,2,312,Potential Loyalist,9
17595,12,2,388.79,5,1,2,512,Potential Loyalist,9
12690,206,1,389.01,1,1,2,112,Hibernating,2
15847,38,2,389.27,3,1,2,312,Potential Loyalist,9
13352,60,1,389.28,3,1,2,312,Potential Loyalist,9
16250,261,2,389.44,1,1,2,112,Hibernating,2
14752,44,1,389.64,3,1,2,312,Potential Loyalist,9
17936,5,1,389.84,5,1,2,512,Potential Loyalist,9
17614,57,1,390.07,3,1,2,312,Potential Loyalist,9
13255,9,2,390.66,5,1,2,512,Potential Loyalist,9
17603,78,1,390.97,2,1,2,212,About To Sleep,5
16917,277,1,391.52,1,1,2,112,Hibernating,2
15342,130,1,391.76,2,1,2,212,About To Sleep,5
15837,65,1,391.98,3,1,2,312,Potential Loyalist,9
14620,206,2,393.28,1,1,2,112,Hibernating,2
14600,306,1,393.33,1,1,2,112,Hibernating,2
17226,309,1,393.49,1,1,2,112,Hibernating,2
15264,64,1,393.74,3,1,2,312,Potential Loyalist,9
15386,186,1,394.14,1,1,2,112,Hibernating,2
16207,25,1,394.38,4,1,2,412,Potential Loyalist,9
18164,37,1,394.7,3,1,2,312,Potential Loyalist,9
16354,63,2,395.8,3,1,2,312,Potential Loyalist,9
18067,40,1,396.33,3,1,2,312,Potential Loyalist,9
15883,2,2,396.48,5,1,2,512,Potential Loyalist,9
17486,261,1,396.87,1,1,2,112,Hibernating,2
13673,19,2,396.92,4,1,2,412,Potential Loyalist,9
13594,53,1,396.97,3,1,2,312,Potential Loyalist,9
12824,60,1,397.12,3,1,2,312,Potential Loyalist,9
17926,133,2,397.29,2,1,2,212,About To Sleep,5
14910,3,4,397.36,5,2,2,522,Potential Loyalist,9
14431,303,1,397.76,1,1,2,112,Hibernating,2
12508,26,2,398.27,4,1,2,412,Potential Loyalist,9
17830,2,3,398.7,5,1,2,512,Potential Loyalist,9
15522,33,2,398.84,3,1,2,312,Potential Loyalist,9
18154,3,2,399.19,5,1,2,512,Potential Loyalist,9
15809,36,5,399.21,3,3,2,332,Potential Loyalist,9
13615,319,1,399.99,1,1,2,112,Hibernating,2
17375,199,3,400.1,1,1,2,112,Hibernating,2
14157,20,2,400.43,4,1,2,412,Potential Loyalist,9
12792,257,1,400.54,1,1,2,112,Hibernating,2
16198,75,1,400.68,2,1,2,212,About To Sleep,5
16500,5,6,400.86,5,3,2,532,Potential Loyalist,9
15158,45,1,401.4,3,1,2,312,Potential Loyalist,9
12386,338,2,401.9,1,1,2,112,Hibernating,2
15221,366,1,403.25,1,1,2,112,Hibernating,2
17431,313,1,403.3,1,1,2,112,Hibernating,2
12498,21,3,403.7,4,1,2,412,Potential Loyalist,9
16319,218,1,404.4,1,1,2,112,Hibernating,2
15938,112,5,404.58,2,3,2,232,Customers Needing Attention,6
17379,11,1,404.66,5,1,2,512,Potential Loyalist,9
12922,161,1,405.38,2,1,2,212,About To Sleep,5
18036,32,3,405.62,4,1,2,412,Potential Loyalist,9
16204,23,1,405.71,4,1,2,412,Potential Loyalist,9
14616,243,3,406.08,1,1,2,112,Hibernating,2
16947,236,1,406.48,1,1,2,112,Hibernating,2
15127,66,1,406.53,3,1,2,312,Potential Loyalist,9
15184,29,2,406.76,4,1,2,412,Potential Loyalist,9
16010,246,3,407.5,1,1,2,112,Hibernating,2
17931,134,2,408.36,2,1,2,212,About To Sleep,5
16399,19,2,408.57,4,1,2,412,Potential Loyalist,9
15269,24,1,408.8,4,1,2,412,Potential Loyalist,9
16018,39,2,408.9,3,1,2,312,Potential Loyalist,9
16243,34,2,409.1,3,1,2,312,Potential Loyalist,9
15225,234,1,409.4,1,1,2,112,Hibernating,2
12990,31,3,409.5,4,1,2,412,Potential Loyalist,9
14348,260,1,409.57,1,1,2,112,Hibernating,2
12403,50,1,409.7,3,1,2,312,Potential Loyalist,9
12930,78,2,409.9,2,1,2,212,About To Sleep,5
15695,267,2,409.98,1,1,2,112,Hibernating,2
15099,84,1,410.48,2,1,2,212,About To Sleep,5
12579,78,1,410.72,2,1,2,212,About To Sleep,5
15186,14,2,411.41,4,1,2,412,Potential Loyalist,9
14670,280,2,411.53,1,1,2,112,Hibernating,2
17913,59,2,411.6,3,1,2,312,Potential Loyalist,9
16272,117,1,411.7,2,1,2,212,About To Sleep,5
15523,84,1,412.01,2,1,2,212,About To Sleep,5
13827,58,3,412.05,3,1,2,312,Potential Loyalist,9
12802,187,1,412.58,1,1,2,112,Hibernating,2
16834,228,1,413.46,1,1,2,112,Hibernating,2
13974,49,1,413.59,3,1,2,312,Potential Loyalist,9
17052,28,1,413.75,4,1,2,412,Potential Loyalist,9
14288,213,1,413.85,1,1,2,112,Hibernating,2
17483,65,3,414.04,3,1,2,312,Potential Loyalist,9
